treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0,0,,Treatmentgruppe,28.6,"+0,0","(+0,0%)",42.6,Treatmentgruppe,35.6,11.8,insignifikant,insignificant,24.6,12
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0,0.1,,Treatmentgruppe,31,"+0,0","(+0,1%)",45,Treatmentgruppe,38,14.8,insignifikant,insignificant,27,15
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,0.4,1.4,***,Treatmentgruppe,32.7,"+0,4***","(+1,4%)",46.7,Treatmentgruppe,39.7,17.8,signifikant,significant,28.700000000000003,18
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,1.3,4,***,Treatmentgruppe,35,"+1,3***","(+4,0%)",49,Treatmentgruppe,42,1.8,signifikant,significant,31,24
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,0.9,2.6,***,Treatmentgruppe,33.9,"+0,9***","(+2,6%)",47.9,Treatmentgruppe,40.9,20.8,signifikant,significant,29.9,21
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,1.3,4,***,Treatmentgruppe,35,"+1,3***","(+4,0%)",49,Treatmentgruppe,42,23.8,signifikant,significant,31,24
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,1.5,4.2,***,Treatmentgruppe,36.7,"+1,5***","(+4,2%)",50.7,Treatmentgruppe,43.7,2.8,signifikant,significant,32.7,36
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-3,-16.8,***,Treatmentgruppe,15," -3,0***","(-16,8%)",32,Treatmentgruppe,25,2.8,signifikant,significant,11,3
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,1.3,3.5,***,Treatmentgruppe,36.8,"+1,3***","(+3,5%)",50.8,Treatmentgruppe,43.8,3.8,signifikant,significant,32.8,48
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,1.6,4.4,***,Treatmentgruppe,37.8,"+1,6***","(+4,4%)",51.8,Treatmentgruppe,44.8,4.8,signifikant,significant,33.8,60
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,1.4,3.9,***,Treatmentgruppe,37.2,"+1,4***","(+3,9%)",51.2,Treatmentgruppe,44.2,5.8,signifikant,significant,33.2,72
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-1.6,-6.8,***,Treatmentgruppe,22," -1,6***","( -6,8%)",37.6,Treatmentgruppe,30.6,5.8,signifikant,significant,18,6
Aktive Arbeitssuche (AA),Job search training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-0.6,-2.1,***,Treatmentgruppe,26," -0,6***","( -2,1%)",40.6,Treatmentgruppe,33.6,8.8,signifikant,significant,22,9
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,-3.1,-5.7,***,Treatmentgruppe,51.1," -3,1***","( -5,7%)",68.2,Treatmentgruppe,61.2,0.8,signifikant,significant,47.1,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,-3.1,-5.7,***,Treatmentgruppe,51.1," -3,1***","( -5,7%)",68.2,Treatmentgruppe,61.2,11.8,signifikant,significant,47.1,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,0.6,1.2,*,Treatmentgruppe,51.7,"+0,6*","(+1,2%)",65.7,Treatmentgruppe,58.7,14.8,insignifikant,insignificant,47.7,15
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,0.6,1.3,*,Treatmentgruppe,49.8,"+0,6*","(+1,3%)",63.8,Treatmentgruppe,56.8,17.8,insignifikant,insignificant,45.8,18
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-0.1,-0.1,,Treatmentgruppe,46.2," -0,1","( -0,1%)",60.3,Treatmentgruppe,53.3,1.8,insignifikant,insignificant,42.2,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,0.4,0.8,,Treatmentgruppe,47.9,"+0,4","(+0,8%)",61.9,Treatmentgruppe,54.9,20.8,insignifikant,insignificant,43.9,21
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-0.1,-0.1,,Treatmentgruppe,46.2," -0,1","( -0,1%)",60.3,Treatmentgruppe,53.3,23.8,insignifikant,insignificant,42.2,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,0.4,0.9,,Treatmentgruppe,40.8,"+0,4","(+0,9%)",54.8,Treatmentgruppe,47.8,2.8,insignifikant,insignificant,36.8,36
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,-11.5,-16.7,***,Treatmentgruppe,57.4,"-11,5***","(-16,7%)",83,Treatmentgruppe,76,2.8,signifikant,significant,53.4,3
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,0.5,1.5,,Treatmentgruppe,36.6,"+0,5","(+1,5%)",50.6,Treatmentgruppe,43.6,3.8,insignifikant,insignificant,32.6,48
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,0.1,0.3,,Treatmentgruppe,33.2,"+0,1","(+0,3%)",47.2,Treatmentgruppe,40.2,4.8,insignifikant,insignificant,29.200000000000003,60
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,1.2,3.7,*,Treatmentgruppe,32.2,"+1,2*","(+3,7%)",46.2,Treatmentgruppe,39.2,5.8,insignifikant,insignificant,28.200000000000003,72
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,-8,-13.1,***,Treatmentgruppe,53.1," -8,0***","(-13,1%)",75.2,Treatmentgruppe,68.2,5.8,signifikant,significant,49.1,6
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,-5.7,-9.9,***,Treatmentgruppe,51.5," -5,7***","( -9,9%)",71.2,Treatmentgruppe,64.2,8.8,signifikant,significant,47.5,9
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,7.8,27.4,***,Treatmentgruppe,36.2,"+7,8***","(+27,4%)",50.2,Treatmentgruppe,43.2,0.8,signifikant,significant,32.2,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,7.8,27.4,***,Treatmentgruppe,36.2,"+7,8***","(+27,4%)",50.2,Treatmentgruppe,43.2,11.8,signifikant,significant,32.2,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,3.4,11.3,***,Treatmentgruppe,33.8,"+3,4***","(+11,3%)",47.8,Treatmentgruppe,40.8,14.8,signifikant,significant,29.799999999999997,15
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,2.8,8.9,***,Treatmentgruppe,34.2,"+2,8***","(+8,9%)",48.2,Treatmentgruppe,41.2,17.8,signifikant,significant,30.200000000000003,18
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,2.2,6.6,***,Treatmentgruppe,35,"+2,2***","(+6,6%)",49,Treatmentgruppe,42,1.8,signifikant,significant,31,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,2,6.3,***,Treatmentgruppe,34.3,"+2,0***","(+6,3%)",48.3,Treatmentgruppe,41.3,20.8,signifikant,significant,30.299999999999997,21
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,2.2,6.6,***,Treatmentgruppe,35,"+2,2***","(+6,6%)",49,Treatmentgruppe,42,23.8,signifikant,significant,31,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,0.6,1.8,*,Treatmentgruppe,35.9,"+0,6*","(+1,8%)",49.9,Treatmentgruppe,42.9,2.8,insignifikant,insignificant,31.9,36
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,17.6,97.1,***,Treatmentgruppe,35.7,"+17,6***","(+97,1%)",49.7,Treatmentgruppe,42.7,2.8,signifikant,significant,31.700000000000003,3
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,0.7,1.8,*,Treatmentgruppe,36.7,"+0,7*","(+1,8%)",50.7,Treatmentgruppe,43.7,3.8,insignifikant,insignificant,32.7,48
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,1.1,3,*,Treatmentgruppe,36.9,"+1,1*","(+3,0%)",50.9,Treatmentgruppe,43.9,4.8,insignifikant,insignificant,32.9,60
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,0.5,1.5,,Treatmentgruppe,36.6,"+0,5","(+1,5%)",50.6,Treatmentgruppe,43.6,5.8,insignifikant,insignificant,32.6,72
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,14.2,60.3,***,Treatmentgruppe,37.8,"+14,2***","(+60,3%)",51.8,Treatmentgruppe,44.8,5.8,signifikant,significant,33.8,6
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,11.1,42,***,Treatmentgruppe,37.4,"+11,1***","(+42,0%)",51.4,Treatmentgruppe,44.4,8.8,signifikant,significant,33.4,9
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-4.7,-27.1,***,Treatmentgruppe,12.7," -4,7***","(-27,1%)",31.4,Treatmentgruppe,24.4,0.8,signifikant,significant,8.7,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-4.7,-27.1,***,Treatmentgruppe,12.7," -4,7***","(-27,1%)",31.4,Treatmentgruppe,24.4,11.8,signifikant,significant,8.7,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-4.1,-21.8,***,Treatmentgruppe,14.5," -4,1***","(-21,8%)",32.6,Treatmentgruppe,25.6,14.8,signifikant,significant,10.5,15
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.4,-17.5,***,Treatmentgruppe,16," -3,4***","(-17,5%)",33.5,Treatmentgruppe,26.5,17.8,signifikant,significant,12,18
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-2.1,-10.1,***,Treatmentgruppe,18.8," -2,1***","(-10,1%)",34.9,Treatmentgruppe,27.9,1.8,signifikant,significant,14.8,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-2.4,-12,***,Treatmentgruppe,17.8," -2,4***","(-12,0%)",34.2,Treatmentgruppe,27.2,20.8,signifikant,significant,13.8,21
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-2.1,-10.1,***,Treatmentgruppe,18.8," -2,1***","(-10,1%)",34.9,Treatmentgruppe,27.9,23.8,signifikant,significant,14.8,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-1,-4,**,Treatmentgruppe,23.3," -1,0**","( -4,0%)",38.3,Treatmentgruppe,31.3,2.8,signifikant,significant,19.3,36
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-6.1,-47.1,***,Treatmentgruppe,6.8," -6,1***","(-47,1%)",26.9,Treatmentgruppe,19.9,2.8,signifikant,significant,2.8,3
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-1.2,-4.3,**,Treatmentgruppe,26.6," -1,2**","( -4,3%)",41.8,Treatmentgruppe,34.8,3.8,signifikant,significant,22.6,48
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-1.2,-3.8,*,Treatmentgruppe,29.9," -1,2*","( -3,8%)",45.1,Treatmentgruppe,38.1,4.8,insignifikant,insignificant,25.9,60
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-1.8,-5.4,*,Treatmentgruppe,31.1," -1,8*","( -5,4%)",46.9,Treatmentgruppe,39.9,5.8,insignifikant,insignificant,27.1,72
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-6.2,-40.6,***,Treatmentgruppe,9.1," -6,2***","(-40,6%)",29.3,Treatmentgruppe,22.3,5.8,signifikant,significant,5.1,6
Training (TRAIN),Social training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-5.4,-32.6,***,Treatmentgruppe,11.1," -5,4***","(-32,6%)",30.5,Treatmentgruppe,23.5,8.8,signifikant,significant,7.1,9
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,6.6,33.2,***,Treatmentgruppe,26.3,"+6,6***","(+33,2%)",40.3,Treatmentgruppe,33.3,0.8,signifikant,significant,22.3,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,6.6,33.2,***,Treatmentgruppe,26.3,"+6,6***","(+33,2%)",40.3,Treatmentgruppe,33.3,11.8,signifikant,significant,22.3,12
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,1.5,7,***,Treatmentgruppe,23.3,"+1,5***","(+7,0%)",37.3,Treatmentgruppe,30.3,14.8,signifikant,significant,19.3,15
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,0.5,2.1,*,Treatmentgruppe,23.5,"+0,5*","(+2,1%)",37.5,Treatmentgruppe,30.5,17.8,insignifikant,insignificant,19.5,18
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,0.6,2.4,*,Treatmentgruppe,25.4,"+0,6*","(+2,4%)",39.4,Treatmentgruppe,32.4,1.8,insignifikant,insignificant,21.4,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,-0,-0,,Treatmentgruppe,24.1,"  0,0","(  0,0%)",38.1,Treatmentgruppe,31.1,20.8,insignifikant,insignificant,20.1,21
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,0.6,2.4,*,Treatmentgruppe,25.4,"+0,6*","(+2,4%)",39.4,Treatmentgruppe,32.4,23.8,insignifikant,insignificant,21.4,24
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,0.1,0.5,,Treatmentgruppe,27.5,"+0,1","(+0,5%)",41.5,Treatmentgruppe,34.5,2.8,insignifikant,insignificant,23.5,36
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,17.1,137.2,***,Treatmentgruppe,29.5,"+17,1***","(+137,2%)",43.5,Treatmentgruppe,36.5,2.8,signifikant,significant,25.5,3
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,0.2,0.7,,Treatmentgruppe,29,"+0,2","(+0,7%)",43,Treatmentgruppe,36,3.8,insignifikant,insignificant,25,48
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,0.9,3.1,*,Treatmentgruppe,29.8,"+0,9*","(+3,1%)",43.8,Treatmentgruppe,36.8,4.8,insignifikant,insignificant,25.8,60
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,1.2,4.2,*,Treatmentgruppe,30.8,"+1,3*","(+4,2%)",44.8,Treatmentgruppe,37.8,5.8,insignifikant,insignificant,26.8,72
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,13.9,87.1,***,Treatmentgruppe,29.8,"+13,9***","(+87,1%)",43.8,Treatmentgruppe,36.8,5.8,signifikant,significant,25.8,6
Training (TRAIN),Social training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,11.2,61.9,***,Treatmentgruppe,29.3,"+11,2***","(+61,9%)",43.3,Treatmentgruppe,36.3,8.8,signifikant,significant,25.3,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,4.6,7.9,***,Treatmentgruppe,62.4,"+4,6***","(+7,9%)",76.4,Treatmentgruppe,69.4,0.8,signifikant,significant,58.4,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,4.6,7.9,***,Treatmentgruppe,62.4,"+4,6***","(+7,9%)",76.4,Treatmentgruppe,69.4,11.8,signifikant,significant,58.4,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,3.7,6.8,***,Treatmentgruppe,58.8,"+3,7***","(+6,8%)",72.8,Treatmentgruppe,65.8,14.8,signifikant,significant,54.8,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,1.8,3.4,***,Treatmentgruppe,55.6,"+1,8***","(+3,4%)",69.6,Treatmentgruppe,62.6,17.8,signifikant,significant,51.6,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-1.2,-2.3,***,Treatmentgruppe,49.3," -1,2***","( -2,3%)",64.5,Treatmentgruppe,57.5,1.8,signifikant,significant,45.3,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,0.5,1,*,Treatmentgruppe,53.1,"+0,5*","(+1,0%)",67.1,Treatmentgruppe,60.1,20.8,insignifikant,insignificant,49.1,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-1.2,-2.3,***,Treatmentgruppe,49.3," -1,2***","( -2,3%)",64.5,Treatmentgruppe,57.5,23.8,signifikant,significant,45.3,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,-0.5,-1,*,Treatmentgruppe,44," -0,5*","( -1,0%)",58.5,Treatmentgruppe,51.5,2.8,insignifikant,insignificant,40,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,-55.3,-78.1,***,Treatmentgruppe,15.5,"-55,3***","(-78,1%)",84.8,Treatmentgruppe,77.8,2.8,signifikant,significant,11.5,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,0.3,0.6,,Treatmentgruppe,40.3,"+0,3","(+0,6%)",54.3,Treatmentgruppe,47.3,3.8,insignifikant,insignificant,36.3,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,0.3,0.9,,Treatmentgruppe,36.7,"+0,3","(+0,9%)",50.7,Treatmentgruppe,43.7,4.8,insignifikant,insignificant,32.7,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,-0.3,-0.8,,Treatmentgruppe,33.6," -0,3","( -0,8%)",47.9,Treatmentgruppe,40.9,5.8,insignifikant,insignificant,29.6,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,-29.1,-45.4,***,Treatmentgruppe,35,"-29,1***","(-45,4%)",78.1,Treatmentgruppe,71.1,5.8,signifikant,significant,31,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,-3.4,-5.7,***,Treatmentgruppe,57.2," -3,4***","( -5,7%)",74.6,Treatmentgruppe,67.6,8.8,signifikant,significant,53.2,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,1.6,5.5,***,Treatmentgruppe,30.7,"+1,6***","(+5,5%)",44.7,Treatmentgruppe,37.7,0.8,signifikant,significant,26.7,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,1.6,5.5,***,Treatmentgruppe,30.7,"+1,6***","(+5,5%)",44.7,Treatmentgruppe,37.7,11.8,signifikant,significant,26.7,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,1.7,5.5,***,Treatmentgruppe,32.6,"+1,7***","(+5,5%)",46.6,Treatmentgruppe,39.6,14.8,signifikant,significant,28.6,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,3.3,10.6,***,Treatmentgruppe,34.6,"+3,3***","(+10,6%)",48.6,Treatmentgruppe,41.6,17.8,signifikant,significant,30.6,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,7,21.5,***,Treatmentgruppe,39.6,"+7,0***","(+21,5%)",53.6,Treatmentgruppe,46.6,1.8,signifikant,significant,35.6,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,4.9,15.5,***,Treatmentgruppe,36.4,"+4,9***","(+15,5%)",50.4,Treatmentgruppe,43.4,20.8,signifikant,significant,32.4,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,7,21.5,***,Treatmentgruppe,39.6,"+7,0***","(+21,5%)",53.6,Treatmentgruppe,46.6,23.8,signifikant,significant,35.6,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,6.5,18.7,***,Treatmentgruppe,41,"+6,5***","(+18,7%)",55,Treatmentgruppe,48,2.8,signifikant,significant,37,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,62.8,311.3,***,Treatmentgruppe,83,"+62,8***","(+311,3%)",97,Treatmentgruppe,90,2.8,signifikant,significant,79,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,6.1,17.2,***,Treatmentgruppe,41.4,"+6,1***","(+17,2%)",55.4,Treatmentgruppe,48.4,3.8,signifikant,significant,37.4,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,5.2,13.9,***,Treatmentgruppe,42.2,"+5,2***","(+13,9%)",56.2,Treatmentgruppe,49.2,4.8,signifikant,significant,38.2,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,6.2,17,***,Treatmentgruppe,42.7,"+6,2***","(+17,0%)",56.7,Treatmentgruppe,49.7,5.8,signifikant,significant,38.7,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,36.8,145.9,***,Treatmentgruppe,62,"+36,8***","(+145,9%)",76,Treatmentgruppe,69,5.8,signifikant,significant,58,6
